id	label	nationality	date_of_birth	year_of_birth	image
Q1944399	Kiyoshi Ogawa	japan	1922-10-23T00:00:00Z	1922	https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Ensign_Kiyoshi_Ogawa_hit_Bunker_Hill_(new).png/200px-Ensign_Kiyoshi_Ogawa_hit_Bunker_Hill_(new).png
Q1952144	Taizan Maezumi	japan	1931-02-24T00:00:00Z	1931	https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Taizan_Maezumi_2.jpg/200px-Taizan_Maezumi_2.jpg
Q1960125	Kiyooki Nakanishi	japan	1962-04-26T00:00:00Z	1962	https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/中西清起20120614.jpg/200px-中西清起20120614.jpg
Q1970077	Takeshi Honda	japan	1981-03-23T00:00:00Z	1981	https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Honda_takeshi.jpg/200px-Honda_takeshi.jpg
Q1980437	Masao Ohba	japan	1949-10-21T00:00:00Z	1949	https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Chartchai_Chionoi_1968.jpg/200px-Chartchai_Chionoi_1968.jpg
Q2015324	Yoshitomo Nara	japan	1959-12-05T00:00:00Z	1959	https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Yoshitomo_Nara_Yokohama_2012.jpg/200px-Yoshitomo_Nara_Yokohama_2012.jpg
Q2033753	Teruhiro Sugimori	japan	1982-10-15T00:00:00Z	1982	https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/2009_WSD_Speed_Skating_Championships_-_34_(cropped_2).jpg/200px-2009_WSD_Speed_Skating_Championships_-_34_(cropped_2).jpg
Q2079920	Daisuke Tsuda	japan	1977-09-13T00:00:00Z	1977	https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Enter_Shikari,_DJ_Pdex,_Maximum_the_Hormone_&_An_Albatross_@_The_Astoria_2_(3).jpg/200px-Enter_Shikari,_DJ_Pdex,_Maximum_the_Hormone_&_An_Albatross_@_The_Astoria_2_(3).jpg
Q2089492	Go Nagaoka	japan	1984-05-23T00:00:00Z	1984	https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Go_Nagaoka.jpg/200px-Go_Nagaoka.jpg
Q2094438	Yoshiaki Koizumi	japan	1968-04-29T00:00:00Z	1968	https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Yoshiaki_Koizumi_2007.jpg/200px-Yoshiaki_Koizumi_2007.jpg
Q2113059	Aoi Motomura	japan	1997-05-31T00:00:00Z	1997	https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Motomura_Aoi.jpg/200px-Motomura_Aoi.jpg
Q2279779	Yūko Miyamura	japan	1972-12-04T00:00:00Z	1972	https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Yuko_Miyamura_by_Gage_Skidmore.jpg/200px-Yuko_Miyamura_by_Gage_Skidmore.jpg
Q2296119	Kaori Kawanaka	japan	1991-08-03T00:00:00Z	1991	https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Kaori_Kawanaka.jpg/200px-Kaori_Kawanaka.jpg
Q2405954	Teruhiko Mashiko	japan	1947-10-08T00:00:00Z	1947	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Teruhiko_Mashiko_20150115.jpg/200px-Teruhiko_Mashiko_20150115.jpg
Q2420072	Megumi Kurihara	japan	1984-07-31T00:00:00Z	1984	https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Megumi_Kurihara,_2007-11-06.jpg/200px-Megumi_Kurihara,_2007-11-06.jpg
Q2428403	Hajime Moriyasu	japan	1968-08-23T00:00:00Z	1968	https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Hajime_Moriyasu.jpg/200px-Hajime_Moriyasu.jpg
Q2483977	Nobuko Otowa	japan	1924-10-01T00:00:00Z	1924	https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Oyu-sama_poster.jpg/200px-Oyu-sama_poster.jpg
Q2493539	Norihiko Hibino	japan	1973-09-03T00:00:00Z	1973	https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Norihiko_Hibino.jpg/200px-Norihiko_Hibino.jpg
Q2502964	Hōsei Yamasaki	japan	1968-02-15T00:00:00Z	1968	https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Hosei_Tsukitei_IMG_7476_20130831.JPG/200px-Hosei_Tsukitei_IMG_7476_20130831.JPG
Q2518414	Kunio Ōkawara	japan	1947-12-26T00:00:00Z	1947	"https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Okawara_Kunio_""The_World_of_Gundam""_at_Opening_Ceremony_of_the_28th_Tokyo_International_Film_Festival_(22431137765).jpg/200px-Okawara_Kunio_""The_World_of_Gundam""_at_Opening_Ceremony_of_the_28th_Tokyo_International_Film_Festival_(22431137765).jpg"
Q2529667	Eiji Ezaki	japan	1968-11-29T00:00:00Z	1968	https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Hayabusa_FMW.jpg/200px-Hayabusa_FMW.jpg
Q2540053	Ryō Horikawa	japan	1958-02-01T00:00:00Z	1958	https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Ryō_Horikawa.jpg/200px-Ryō_Horikawa.jpg
Q2599301	Yukari Yoshihara	japan	1973-10-04T00:00:00Z	1973	https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Umezawa_Yukari.jpg/200px-Umezawa_Yukari.jpg
Q2601019	Yoshinobu Ishikawa	japan	1940-11-24T00:00:00Z	1940	https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Yoshinobu_Ishikawa_20080202.jpg/200px-Yoshinobu_Ishikawa_20080202.jpg
Q2624743	Yamantaka Eye	japan	1964-02-13T00:00:00Z	1964	https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/YamatakaEye3.jpg/200px-YamatakaEye3.jpg
Q2661273	Takao Saito	japan	1936-11-03T00:00:00Z	1936	https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Takao_Saito.jpg/200px-Takao_Saito.jpg
Q2664662	Shokei Matsui	japan	1963-01-15T00:00:00Z	1963	https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Kanchomatsui.jpg/200px-Kanchomatsui.jpg
Q2704867	Hiroki Tōchi	japan	1966-05-26T00:00:00Z	1966	"https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Touchi_Hiroki_from_""PSYCHO-PASS_Sinners_of_the_System_Case.1_&_Case.2""_at_Opening_Ceremony_of_the_Tokyo_International_Film_Festival_2018_(44894193284).jpg/200px-Touchi_Hiroki_from_""PSYCHO-PASS_Sinners_of_the_System_Case.1_&_Case.2""_at_Opening_Ceremony_of_the_Tokyo_International_Film_Festival_2018_(44894193284).jpg"
Q2705919	Keiji Haino	japan	1952-05-03T00:00:00Z	1952	https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Keiji_Haino_5268020.jpg/200px-Keiji_Haino_5268020.jpg
Q2714408	Hiroyuki Taniguchi	japan	1985-06-27T00:00:00Z	1985	https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Hiroyuki_Taniguchi.jpg/200px-Hiroyuki_Taniguchi.jpg
Q2727114	Sayaka Hirano	japan	1985-03-24T00:00:00Z	1985	https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Sayaka_Hirano_1050752.jpg/200px-Sayaka_Hirano_1050752.jpg
Q2757102	Toshiya Miura	japan	1963-07-16T00:00:00Z	1963	https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Miuratoshiya.jpg/200px-Miuratoshiya.jpg
Q2816053	Yoshimi Katayama	japan	1940-05-15T00:00:00Z	1940	https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Yoshimi_Katayma_1967.jpg/200px-Yoshimi_Katayma_1967.jpg
Q2829037	Milano Collection A.T.	japan	1976-08-27T00:00:00Z	1976	https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Milano_Collection_A.T..jpg/200px-Milano_Collection_A.T..jpg
Q2841564	Megumi Oshima	japan	1975-09-04T00:00:00Z	1975	https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Megumi_oshima_nyrr_mini_10k_new_york_7th_place_photo_by_christopher_peterson.jpg/200px-Megumi_oshima_nyrr_mini_10k_new_york_7th_place_photo_by_christopher_peterson.jpg
Q2843202	Ami Otaki	japan	1989-07-28T00:00:00Z	1989	https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Ami_Otaki_(Olympique_Lyonnais).jpg/200px-Ami_Otaki_(Olympique_Lyonnais).jpg
Q3025412	Toshiaki Kawada	japan	1963-12-08T00:00:00Z	1963	https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Toshiaki_Kawada_and_Zeus_shaking_hands.jpg/200px-Toshiaki_Kawada_and_Zeus_shaking_hands.jpg
Q3045558	Mutsuo Takahashi	japan	1937-12-15T00:00:00Z	1937	https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Mutsuo_Takahashi_2009-02-04.jpg/200px-Mutsuo_Takahashi_2009-02-04.jpg
Q3080474	Yohei Onishi	japan	1982-10-30T00:00:00Z	1982	https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Yohei_Onishi.jpg/200px-Yohei_Onishi.jpg
Q3081144	Ikumi Yoshimatsu	japan	1987-06-21T00:00:00Z	1987	https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Ikumi_Yoshimatsu.jpeg/200px-Ikumi_Yoshimatsu.jpeg
Q3082929	Genpei Akasegawa	japan	1937-03-27T00:00:00Z	1937	https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Genpei_Akasegawa_bijutsu-techo_Boken-ha_1961-192.jpg/200px-Genpei_Akasegawa_bijutsu-techo_Boken-ha_1961-192.jpg
Q3098359	Masahiko Tsugawa	japan	1940-01-02T00:00:00Z	1940	https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Masahiko_Tsugawa_Tokyo_Intl_Filmfest_2005.jpg/200px-Masahiko_Tsugawa_Tokyo_Intl_Filmfest_2005.jpg
Q3098857	Hayato Sakurai	japan	1975-08-24T00:00:00Z	1975	https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Hayato_Sakurai.jpg/200px-Hayato_Sakurai.jpg
Q3109340	Sachiko Sugiyama	japan	1979-10-19T00:00:00Z	1979	https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Sachiko_Sugiyama,_2007-11-06.jpg/200px-Sachiko_Sugiyama,_2007-11-06.jpg
Q3125808	Hajime Toyoshima	japan	1920-03-20T00:00:00Z	1920	https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Hajime_Toyoshima.jpg/200px-Hajime_Toyoshima.jpg
Q3133614	Sou Fujimoto	japan	1971-08-04T00:00:00Z	1971	https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Sou_Fujimoto_2009.jpg/200px-Sou_Fujimoto_2009.jpg
Q3136391	Hiroyoshi Tenzan	japan	1971-03-23T00:00:00Z	1971	https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Hiroyoshi_Tenzan.jpg/200px-Hiroyoshi_Tenzan.jpg
Q3138648	Hitomi Miwa	japan	1978-12-18T00:00:00Z	1978	https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/26th_Tokyo_International_Film_Festival_Hitomi_Miwa.jpg/200px-26th_Tokyo_International_Film_Festival_Hitomi_Miwa.jpg
Q3155705	Issey Ogata	japan	1952-02-22T00:00:00Z	1952	"https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Ogata_Issey_from_""The_Manga_Master""_at_Opening_Ceremony_of_the_Tokyo_International_Film_Festival_2018_(45568362462).jpg/200px-Ogata_Issey_from_""The_Manga_Master""_at_Opening_Ceremony_of_the_Tokyo_International_Film_Festival_2018_(45568362462).jpg"
Q3188155	Juichi Wakisaka	japan	1972-07-29T00:00:00Z	1972	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Juichi_Wakisaka_2010_Motorsport_Japan.jpg/200px-Juichi_Wakisaka_2010_Motorsport_Japan.jpg
Q3194491	Kazuo Iwamura	japan	1939-04-03T00:00:00Z	1939	https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/2007TIBE_Day2_KazuoIwamura.jpg/200px-2007TIBE_Day2_KazuoIwamura.jpg
Q3200376	Kumiko Takahashi	japan	1982-04-10T00:00:00Z	1982	https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Kumiko_Takahashi_Japan_Preview_Show_2010.jpg/200px-Kumiko_Takahashi_Japan_Preview_Show_2010.jpg
Q3245144	Yota Akimoto	japan	1987-07-11T00:00:00Z	1987	https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Yota_Akimoto_2015.jpg/200px-Yota_Akimoto_2015.jpg
Q3246312	Yuji Yabu	japan	1984-05-24T00:00:00Z	1984	https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Yuji_Yabu.jpg/200px-Yuji_Yabu.jpg
Q3273740	Daisuke Ban	japan	1947-05-05T00:00:00Z	1947	https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Ban_Daisuke.jpg/200px-Ban_Daisuke.jpg
Q3275950	Mademoiselle Yulia	japan	1987-08-10T00:00:00Z	1987	https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/MademoiselleYulia.jpg/200px-MademoiselleYulia.jpg
Q3311534	Michiyo Aratama	japan	1930-01-15T00:00:00Z	1930	https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Ningen_no_jōken_1.jpg/200px-Ningen_no_jōken_1.jpg
Q3312751	Mie Kitahara	japan	1933-07-23T00:00:00Z	1933	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Mie_Kitahara_(Makiko_Ishihara)_1955_Scan10041-1.jpg/200px-Mie_Kitahara_(Makiko_Ishihara)_1955_Scan10041-1.jpg
Q3337888	Neko Hiroshi	japan	1977-08-08T00:00:00Z	1977	https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Neko_Hiroshi,_Japanese_comedian.jpg/200px-Neko_Hiroshi,_Japanese_comedian.jpg
Q3356918	Osamu Kobayashi	japan	1964-01-10T00:00:00Z	1964	https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Osamu_Kobayashi_-_P1010648_-_Japan_Expo_Sud_2011_-_25_février.jpg/200px-Osamu_Kobayashi_-_P1010648_-_Japan_Expo_Sud_2011_-_25_février.jpg
Q3453953	Ryo Fukui	japan	1948-06-01T00:00:00Z	1948	https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Ryo_Fukui.png/200px-Ryo_Fukui.png
Q3472646	Santa Inoue	japan	1968-02-23T00:00:00Z	1968	https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Santa_Inoue_20061022_Manga_Expo_02.jpg/200px-Santa_Inoue_20061022_Manga_Expo_02.jpg
Q3482244	Shinji Aramaki	japan	1960-10-02T00:00:00Z	1960	https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Ready_Player_One_Japan_Premiere_Red_Carpet_Aramaki_Shinji_(40893745414).jpg/200px-Ready_Player_One_Japan_Premiere_Red_Carpet_Aramaki_Shinji_(40893745414).jpg
Q3482628	Shuhei Endo	japan	1960-01-27T00:00:00Z	1960	https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Shuhei_Endo.jpg/200px-Shuhei_Endo.jpg
Q3486901	Takashi Irie	japan	1958-05-10T00:00:00Z	1958	https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Gao_Wenhe,_Majid_Torkan,_Takashi_Irie_1986.jpg/200px-Gao_Wenhe,_Majid_Torkan,_Takashi_Irie_1986.jpg
Q3514157	Takako Shigematsu	japan	1953-01-01T00:00:00Z	1953	https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Takako_Shigematsu_20120303_Japan_Expo_Sud_1.jpg/200px-Takako_Shigematsu_20120303_Japan_Expo_Sud_1.jpg
Q3514381	Taku Sugimoto	japan	1965-12-20T00:00:00Z	1965	https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Taku_Sugimoto.jpg/200px-Taku_Sugimoto.jpg
Q3532627	Toshimitsu Imai	japan	1928-05-06T00:00:00Z	1928	https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Toshimitsu_Imai_Shinchosha_1960-9.jpg/200px-Toshimitsu_Imai_Shinchosha_1960-9.jpg
Q3539646	Reiko Okutani	japan	1950-04-03T00:00:00Z	1950	https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/ReikoOkutaniJI1.jpg/200px-ReikoOkutaniJI1.jpg
Q3543645	Etsuko Shihomi	japan	1955-10-29T00:00:00Z	1955	https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/EtsukoShihomi.png/200px-EtsukoShihomi.png
Q3544106	Shingo Yamashiro	japan	1938-11-10T00:00:00Z	1938	https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Shingo_Yamashiro.jpg/200px-Shingo_Yamashiro.jpg
Q3544112	Yukiji Asaoka	japan	1935-07-23T00:00:00Z	1935	https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Asaoka_Yukiji.jpg/200px-Asaoka_Yukiji.jpg
Q3544655	Sumie Sakai	japan	1971-11-24T00:00:00Z	1971	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Sumie_Sakai.jpg/200px-Sumie_Sakai.jpg
Q3544690	Mai Tachihara	japan	1970-02-16T00:00:00Z	1970	https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Mai_Tachihara.jpg/200px-Mai_Tachihara.jpg
Q3545132	Junko Mihara	japan	1964-09-13T00:00:00Z	1964	https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Junko_Mihara.png/200px-Junko_Mihara.png
Q3547909	Sunplaza Nakano Kun	japan	1960-01-01T00:00:00Z	1960	https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Sunplaza_Nakano.jpg/200px-Sunplaza_Nakano.jpg
Q3548276	Kin Sugai	japan	1926-02-28T00:00:00Z	1926	https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Kin_Sugai.jpg/200px-Kin_Sugai.jpg
Q3550760	Masato Tsujioka	japan	1979-09-03T00:00:00Z	1979	https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Tsujioka_Masato.jpg/200px-Tsujioka_Masato.jpg
Q3551301	Tomio Aoki	japan	1923-10-07T00:00:00Z	1923	https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Tomio_Aoki_in_I_Was_Born,_But....jpg/200px-Tomio_Aoki_in_I_Was_Born,_But....jpg
Q3572697	Kōfu Kunō	japan	1921-01-15T00:00:00Z	1921	https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Yoshiyasu_Kuno.jpg/200px-Yoshiyasu_Kuno.jpg
Q3573157	Yukihide Takekawa	japan	1952-10-22T00:00:00Z	1952	https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/武川行秀.jpg/200px-武川行秀.jpg
Q3573287	Yusuke Suzuki	japan	1988-01-02T00:00:00Z	1988	https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Yusuke_Suzuki_20140216.jpg/200px-Yusuke_Suzuki_20140216.jpg
Q3629056	Atsushi Onita	japan	1957-10-25T00:00:00Z	1957	https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Atsushi_Onita.JPG/200px-Atsushi_Onita.JPG
Q3785768	Hiromichi Kunikawa	japan	1981-11-05T00:00:00Z	1981	https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Bimota_HB4_Hiromichi_Kunikawa_modified.jpg/200px-Bimota_HB4_Hiromichi_Kunikawa_modified.jpg
Q3814179	Kazuma Watanabe	japan	1990-05-05T00:00:00Z	1990	https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/全日本ロードレース選手権_-ヤマハバイク_(27125827930).jpg/200px-全日本ロードレース選手権_-ヤマハバイク_(27125827930).jpg
Q3850641	Masaaki Imai	japan	1930-01-01T00:00:00Z	1930	https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Masaaki_imai-1511438732.jpg/200px-Masaaki_imai-1511438732.jpg
Q3859651	Mizuko Ito	japan	1968-07-22T00:00:00Z	1968	https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Mimidesk.jpg/200px-Mimidesk.jpg
Q3870199	Naoko Yamano	japan	1960-12-18T00:00:00Z	1960	https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Shonen_Knife-7.jpg/200px-Shonen_Knife-7.jpg
Q3915986	Hiroaki Kitano	japan	1961-01-01T00:00:00Z	1961	https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Hiroaki_Kitano.jpg/200px-Hiroaki_Kitano.jpg
Q3953775	Masamoto Yashiro	japan	1929-02-14T00:00:00Z	1929	https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Masamoto_Yashiro.jpg/200px-Masamoto_Yashiro.jpg
Q3984842	Teruhito Sugawara	japan	1972-07-13T00:00:00Z	1972	https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Hino_Ranger_Team-Sugawara_version2007.jpg/200px-Hino_Ranger_Team-Sugawara_version2007.jpg
Q3995903	Toshihiro Kawamoto	japan	1963-07-15T00:00:00Z	1963	https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Toshihiro_Kawamoto_20080703_Japan_Expo_01.jpg/200px-Toshihiro_Kawamoto_20080703_Japan_Expo_01.jpg
Q4002639	Uemon Ikeda	japan	1952-01-01T00:00:00Z	1952	https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Uemon_Ikeda_Giornata_Europea_della_Cultura_Ebraica_2012_30.jpg/200px-Uemon_Ikeda_Giornata_Europea_della_Cultura_Ebraica_2012_30.jpg
Q4018499	Watanabe Kōhō	japan	1942-01-01T00:00:00Z	1942	https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Watanabe_roshi,_Kyoto,_luglio_2004.jpg/200px-Watanabe_roshi,_Kyoto,_luglio_2004.jpg
Q4022905	Yoshimasa Sugawara	japan	1941-05-31T00:00:00Z	1941	https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/RallyDakar2013_(8371069516).jpg/200px-RallyDakar2013_(8371069516).jpg
Q4284504	Kazunari Hosaka	japan	1983-03-24T00:00:00Z	1983	https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Kazunari_Hosaka.jpg/200px-Kazunari_Hosaka.jpg
Q4312890	Yasuharu Nanri	japan	1985-10-06T00:00:00Z	1985	https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Yasuharu_Nanri.jpg/200px-Yasuharu_Nanri.jpg
Q4418207	Ryo Shibata	japan	1987-02-24T00:00:00Z	1987	https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Ryo_Shibata_2005_Croatia_Cup.jpg/200px-Ryo_Shibata_2005_Croatia_Cup.jpg
Q4490961	Yoshihisa Yoshikawa	japan	1936-09-04T00:00:00Z	1936	https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Yoshihisa_Yoshikawa,_Aleksey_Gushchin,_Makhmud_Umarov_1960.jpg/200px-Yoshihisa_Yoshikawa,_Aleksey_Gushchin,_Makhmud_Umarov_1960.jpg
Q4700991	Akiko Yamanaka	japan	1945-11-06T00:00:00Z	1945	https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Akiko_Yamanaka_20071215.jpg/200px-Akiko_Yamanaka_20071215.jpg
Q4701067	Akinobu Okada	japan	1957-11-25T00:00:00Z	1957	https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Okada_akinobu.jpg/200px-Okada_akinobu.jpg
Q4701110	Akio Sasaki	japan	1991-03-19T00:00:00Z	1991	https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Akio_Sasaki_at_2009_Nebelhorn_Trophy.jpg/200px-Akio_Sasaki_at_2009_Nebelhorn_Trophy.jpg
Q4701154	Akira Masuda	japan	1962-05-22T00:00:00Z	1962	https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Shihan.jpg/200px-Shihan.jpg
Q4817796	Atsushi Aoki	japan	1977-09-25T00:00:00Z	1977	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Atsushi_Aoki_vs_Joel_Redman.jpg/200px-Atsushi_Aoki_vs_Joel_Redman.jpg
Q4915834	Bird	japan	1975-12-09T00:00:00Z	1975	https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Bird-live-aug12-2016.jpg/200px-Bird-live-aug12-2016.jpg
Q4921088	Tetsuya Yamato	japan	1987-12-10T00:00:00Z	1987	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Tetsuya_Yamato.jpg/200px-Tetsuya_Yamato.jpg
Q4923142	Kazuto Kushida	japan	1987-01-20T00:00:00Z	1987	https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Kazuto_Kushida.jpg/200px-Kazuto_Kushida.jpg
Q4993796	Yōko Minamida	japan	1933-03-01T00:00:00Z	1933	https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Yoko_Minamida_540105_Scan10006.JPG/200px-Yoko_Minamida_540105_Scan10006.JPG
Q5349184	Eiichi Fukui	japan	1921-03-03T00:00:00Z	1921	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Fukui_Eichi.JPG/200px-Fukui_Eichi.JPG
Q5353652	Yoshinao Kamata	japan	1993-10-26T00:00:00Z	1993	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/2012_kamata_yoshinao.jpg/200px-2012_kamata_yoshinao.jpg
Q5359795	Lily Franky	japan	1963-11-04T00:00:00Z	1963	"https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Lily_Franky_from_""MIKO_GIRL""_at_Opening_Ceremony_of_the_Tokyo_International_Film_Festival_2017_(40170043902).jpg/200px-Lily_Franky_from_""MIKO_GIRL""_at_Opening_Ceremony_of_the_Tokyo_International_Film_Festival_2017_(40170043902).jpg"
Q5359915	Nobuhiro Matsuda	japan	1983-05-17T00:00:00Z	1983	https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/SH-Nobuhiro-Matsuda.jpg/200px-SH-Nobuhiro-Matsuda.jpg
Q5364096	Yuki Saito	japan	1987-06-20T00:00:00Z	1987	https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/HC-Yuki-Saito.jpg/200px-HC-Yuki-Saito.jpg
Q5366727	Shun Yamaguchi	japan	1987-07-11T00:00:00Z	1987	https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/YB-Syun-Yamaguchi.jpg/200px-YB-Syun-Yamaguchi.jpg
Q5369998	Futoshi Nakanishi	japan	1933-04-11T00:00:00Z	1933	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Futoshi_Nakanishi_1954_NPB_All-star_game.jpg/200px-Futoshi_Nakanishi_1954_NPB_All-star_game.jpg
Q5507453	Fujinishiki Takemitsu	japan	1937-03-18T00:00:00Z	1937	https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Fujinishiki_1961_Scan10018.JPG/200px-Fujinishiki_1961_Scan10018.JPG
Q5513101	Shinichiro Sakurai	japan	1929-04-03T00:00:00Z	1929	https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Shinichiro_Sakurai_(Prince_Motor_Company)_in_1953.jpg/200px-Shinichiro_Sakurai_(Prince_Motor_Company)_in_1953.jpg
Q5521553	Ganyu Kenji	japan	1970-08-06T00:00:00Z	1970	https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Ganyu_2010_Sep.jpg/200px-Ganyu_2010_Sep.jpg
